name,index_sht,prov,prov_no,dist_no,pale,region,no_jew_count,jew_pop,tot_pop,census,type,jewpop_flag,comments,total,total_flag,prov_name,dist_name,lat,lon,display_name,osm_id,wikidata_id,name_he,name_sim,match_status
Shirvinty,0401Sr1,Vilnius,4.0,1.0,Pale,Lithuania,0,1413.0,1864.0,1.0,mestechko,,,1864.0,,Vilnius,Vilnius,55.0514295,24.9516122,"Širvintos, Širvintų miesto seniūnija, Vilniaus apskritis, Lietuva",60461226.0,Q391764,,0.842,matched_db_api
Shesholi,0401Ss1,Vilnius,4.0,1.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Vilnius,55.1792707,24.9699569,"Šešuoliai, Šešuolių seniūnija, Ukmergės rajono savivaldybė, Vilniaus apskritis, Lietuva",421338869.0,Q8082771,,1.0,matched_refined
Tsekhanovishki,0401Ts1,Vilnius,4.0,1.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Vilnius,54.7361475,25.0808516,"Čekoniškės, Zujūnų seniūnija, Vilniaus apskritis, Lietuva",316032610.0,Q338321,,1.0,matched_refined
Vil'na,0401Vl1,Vilnius,4.0,1.0,Pale,Lithuania,0,63996.0,154532.0,1.0,Gubernskii gorod,,,154532.0,,Vilnius,Vilnius,54.6870458,25.2829111,"Vilnius, Vilniaus miesto savivaldybė, Vilniaus apskritis, Lietuva",27193093.0,Q216,וילנה,1.0,matched_db_api
Vileika,0401Vl2,Vilnius,4.0,1.0,Pale,Lithuania,0,346.0,3350.0,1.0,selo,,,3350.0,,Vilnius,Vilnius,54.4880686,26.9145229,"Вілейка, Вілейскі раён, Мінская вобласць, Беларусь",242978923.0,Q181632,וילייקה,1.0,matched_db_api
Vorniany,0401Vr1,Vilnius,4.0,1.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Vilnius,54.7263876,26.0054119,"Варняны, Астравецкі раён, Гродзенская вобласць, Беларусь",242995611.0,Q82271,,1.0,matched_db_api
Zakret,0401Zk1,Vilnius,4.0,1.0,Pale,Lithuania,0,170.0,1594.0,1.0,Prigorod,,,1594.0,,Vilnius,Vilnius,54.68333,25.23333,Zakret,,,,,legacy_coords
Budslav,0402Bd1,Vilnius,4.0,2.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Vileika,54.786885,27.4536992,"Будслаў, Мядзельскі раён, Мінская вобласць, Беларусь",243010530.0,Q2993992,,1.0,matched_db_api
Dolginov,0402Dl1,Vilnius,4.0,2.0,Pale,Lithuania,0,2559.0,3551.0,1.0,mestechko,,,3551.0,,Vilnius,Vileika,54.6456778,27.4762063,"Даўгінава, Вілейскі раён, Мінская вобласць, Беларусь",243012885.0,Q2029657,,0.941,matched_db_api
Dunilovichi,0402Dn1,Vilnius,4.0,2.0,Pale,Lithuania,0,1553.0,1810.0,1.0,mestechko,,,1810.0,,Vilnius,Vileika,55.0754285,27.2344135,"Дунілавічы, Пастаўскі раён, Віцебская вобласць, Беларусь",243011661.0,Q3917466,,1.0,matched_db_api
Gorodok,0402Gr1,Vilnius,4.0,2.0,Pale,Lithuania,0,1230.0,1603.0,1.0,mestechko,,,1603.0,,Vilnius,Vileika,54.1570388,26.9192441,"Гарадок, Маладзечанскі раён, Мінская вобласць, Беларусь",243003397.0,Q36820,,1.0,matched_db_api
Iliia,0402Il1,Vilnius,4.0,2.0,Pale,Lithuania,0,829.0,1431.0,1.0,mestechko,,,1431.0,,Vilnius,Vileika,54.4140345,27.2911075,"Ілья, Вілейскі раён, Мінская вобласць, Беларусь",243011350.0,Q5213666,,0.889,matched_db_api
Kraisk,0402Kr1,Vilnius,4.0,2.0,Pale,Lithuania,0,549.0,629.0,1.0,mestechko,,,629.0,,Vilnius,Vileika,54.5220301,27.5002284,"Крайск, Лагойскі раён, Мінская вобласць, Беларусь",243012824.0,Q13028173,,1.0,matched_db_api
Krasnoe,0402Kr2,Vilnius,4.0,2.0,Pale,Lithuania,0,573.0,1077.0,1.0,mestechko,,,1077.0,,Vilnius,Vileika,54.249104,27.078309,"Краснае, Маладзечанскі раён, Мінская вобласць, Беларусь",243009124.0,Q3917896,,1.0,matched_db_api
Krivichi,0402Kr3,Vilnius,4.0,2.0,Pale,Lithuania,0,457.0,520.0,1.0,mestechko,,,520.0,,Vilnius,Vileika,54.7141707,27.2895903,"Крывічы, Мядзельскі раён, Мінская вобласць, Беларусь",242979030.0,Q2659553,קריביצ'י,1.0,matched_db_api
Kurenets,0402Kr4,Vilnius,4.0,2.0,Pale,Lithuania,0,1613.0,1774.0,1.0,mestechko,,,1774.0,,Vilnius,Vileika,54.5554547,26.9642369,"Куранец, Вілейскі раён, Мінская вобласць, Беларусь",243008981.0,Q13029781,,1.0,matched_db_api
Lebedev,0402Lb1,Vilnius,4.0,2.0,Pale,Lithuania,0,1232.0,2275.0,1.0,mestechko,,,2275.0,,Vilnius,Vileika,54.3142698,26.7064608,"Лебядзева, Маладзечанскі раён, Мінская вобласць, Беларусь",242999695.0,Q2782945,,0.933,matched_db_api
Molodechno,0402Ml1,Vilnius,4.0,2.0,Pale,Lithuania,0,1105.0,2393.0,1.0,mestechko,,,2393.0,,Vilnius,Vileika,54.3073327,26.8389111,"Маладзечна, Маладзечанскі раён, Мінская вобласць, Беларусь",1816928488.0,Q201203,מלדזייצ'נה,1.0,matched_db_api
Nivki,0402Nv1,Vilnius,4.0,2.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Vileika,54.643589,27.12001,"Княгінінскі сельскі Савет, Мядзельскі раён, Мінская вобласць, Беларусь",243011382.0,Q6522645,,1.0,matched_db_api
Novyi Miadziol,0402Nv2,Vilnius,4.0,2.0,Pale,Lithuania,0,436.0,1164.0,1.0,mestechko,,,1164.0,,Vilnius,Vileika,54.8707533,26.9299904,"Мядзел, Мядзельскі раён, Мінская вобласць, Беларусь",242978928.0,Q201218,,1.0,matched_refined
Parafianovo,0402Pr1,Vilnius,4.0,2.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Vileika,54.8775146,27.6040096,"Парафʼянава, Докшыцкі раён, Віцебская вобласць, Беларусь",1190756809.0,Q3919858,,1.0,matched_db_api
Radoshkovichi,0402Rd1,Vilnius,4.0,2.0,Pale,Lithuania,0,1519.0,2615.0,1.0,zashtatnyi gorod,,,2615.0,,Vilnius,Vileika,54.1596917,27.235522,"Радашковічы, Маладзечанскі раён, Мінская вобласць, Беларусь",242979029.0,Q2993986,,1.0,matched_db_api
Vileika,0402Vl1,Vilnius,4.0,2.0,Pale,Lithuania,0,1328.0,3560.0,1.0,Uezdnyi gorod,,,3560.0,,Vilnius,Vileika,54.4880686,26.9145229,"Вілейка, Вілейскі раён, Мінская вобласць, Беларусь",242978923.0,Q181632,וילייקה,1.0,matched_db_api
Volkolata,0402Vl2,Vilnius,4.0,2.0,Pale,Lithuania,0,69.0,543.0,1.0,selo,,,543.0,,Vilnius,Vileika,54.9274716,27.368018,Валкалата,243014077.0,Q20462374,,1.0,matched_db_api
Viazyn',0402Vz1,Vilnius,4.0,2.0,Pale,Lithuania,0,234.0,604.0,1.0,mestechko,,The district is incorrect in Jewishgen,604.0,,Vilnius,Vileika,54.4205112,27.162876,"Вязынь, Вілейскі раён, Мінская вобласць, Беларусь",243011302.0,Q143061,,1.0,matched_db_api
Druia,0403Dr1,Vilnius,4.0,3.0,Pale,Lithuania,0,3006.0,4742.0,1.0,Zashtatnyi gorod,,,4742.0,,Vilnius,Disna,55.7869548,27.464213,"Друя, Браслаўскі раён, Віцебская вобласць, Беларусь",130200330.0,Q2621918,,1.0,matched_db_api
Disna,0403Ds1,Vilnius,4.0,3.0,Pale,Lithuania,0,4617.0,6756.0,1.0,Uezdnyi gorod,,,6756.0,,Vilnius,Disna,55.5332754,28.0889639,"Дзісна, Завуццеўскі сельскі Савет, Мёрскі раён, Віцебская вобласць, Беларусь",565536011.0,Q432399,,1.0,matched_nominatim
Glubokoe,0403Gl1,Vilnius,4.0,3.0,Pale,Lithuania,0,3917.0,5564.0,1.0,mestechko,,Name of district as it mentioned in census,5564.0,,Vilnius,Disna,55.139235,27.6845787,Глыбокае,242978934.0,Q954114,גלובוקי,1.0,matched_db_api
Golubiche,0403Gl2,Vilnius,4.0,3.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Disna,55.1118649,27.9681082,"Галубічы, Глыбоцкі раён, Віцебская вобласць, Беларусь",243016473.0,Q1428413,,0.889,matched_db_api
Germanoviche,0403Gr1,Vilnius,4.0,3.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Disna,55.4138951,27.7353738,"Германавічы, Шаркаўшчынскі раён, Віцебская вобласць, Беларусь",243018475.0,Q2987254,,0.917,matched_db_api
Iody,0403Id1,Vilnius,4.0,3.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Disna,55.45401,27.227381,"Ёды, Шаркаўшчынскі раён, Віцебская вобласць, Беларусь",243012455.0,Q6459003,,1.0,matched_db_api
Ikazn',0403Ik1,Vilnius,4.0,3.0,Pale,Lithuania,0,78.0,673.0,1.0,selo,,,673.0,,Vilnius,Disna,55.621701,27.2585859,Іказнь,243012062.0,Q3917313,,1.0,matched_db_api
Koziany-I,0403Kz1,Vilnius,4.0,3.0,Pale,Lithuania,0,139.0,742.0,1.0,selo,,,742.0,,Vilnius,Disna,55.2975703,26.8571047,"Казяны, Браслаўскі раён, Віцебская вобласць, Беларусь",243007264.0,Q2626927,,0.933,matched_db_api
Kozlovshchina,0403Kz2,Vilnius,4.0,3.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Disna,53.3210996,25.2900694,"Казлоўшчына, Дзятлаўскі раён, Гродзенская вобласць, Беларусь",242979025.0,Q2478258,,1.0,matched_db_api
Leonpol',0403Ln1,Vilnius,4.0,3.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Disna,55.7994408,27.7843079,"Узмёнскі сельскі Савет, Мёрскі раён, Віцебская вобласць, Беларусь",243018340.0,Q3924843,,1.0,matched_db_api
Luzhki,0403Lz1,Vilnius,4.0,3.0,Pale,Lithuania,0,761.0,1672.0,1.0,mestechko,,,1672.0,,Vilnius,Disna,55.3528548,27.8686527,"Лужкі, Шаркаўшчынскі раён, Віцебская вобласць, Беларусь",243021170.0,Q3917910,,1.0,matched_db_api
Miory,0403Mr1,Vilnius,4.0,3.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Disna,55.622227,27.615358,"Мёры, Мёрскі раён, Віцебская вобласць, Беларусь",130200848.0,Q266841,מיורי,1.0,matched_db_api
Novo-Pogost,0403Nv1,Vilnius,4.0,3.0,Pale,Lithuania,0,118.0,607.0,1.0,mestechko,,,607.0,,Vilnius,Disna,55.4945072,27.4788907,"Новы Пагост, Мёрскі раён, Віцебская вобласць, Беларусь",243013435.0,Q11700512,,0.818,matched_db_api
Plisa,0403Pl1,Vilnius,4.0,3.0,Pale,Lithuania,0,366.0,899.0,1.0,mestechko,,,899.0,,Vilnius,Disna,55.2180816,27.9548642,"Пліса, Глыбоцкі раён, Віцебская вобласць, Беларусь",243016482.0,Q3917948,,1.0,matched_db_api
Perebrod'e,0403Pr1,Vilnius,4.0,3.0,Pale,Lithuania,0,176.0,675.0,1.0,mestechko,,,675.0,,Vilnius,Disna,55.6260406,27.3935707,Пераброддзе,243014562.0,Q3920743,,1.0,matched_db_api
Prozoroki,0403Pr2,Vilnius,4.0,3.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Disna,55.2949845,28.2187046,"Празарокі, Глыбоцкі раён, Віцебская вобласць, Беларусь",243023908.0,Q2478326,,1.0,matched_db_api
Postavy,0403Ps1,Vilnius,4.0,3.0,Pale,Lithuania,0,1310.0,2397.0,1.0,mestechko,,,2397.0,,Vilnius,Disna,55.1129217,26.83992,"Паставы, Пастаўскі раён, Віцебская вобласць, Беларусь",242978929.0,Q539012,פסטאווי,1.0,matched_db_api
Sharkovshchizna,0403Sr1,Vilnius,4.0,3.0,Pale,Lithuania,0,1007.0,1165.0,1.0,mestechko,,"No last digit in total population, need to be checked, according to http://be-x-old.wikipedia.org/wiki/%D0%A8%D0%B0%D1%80%D0%BA%D0%BE%D1%9E%D1%88%D1%87%D1%8B%D0%BD%D0%B0 - 1165",1165.0,,Vilnius,Disna,55.3657233,27.46663,"Шаркаўшчына, Шаркаўшчынскі раён, Віцебская вобласць, Беларусь",242978931.0,Q2659505,שרקובשצ'יזנה,0.966,matched_db_api
Zheludok,0403Zl1,Vilnius,4.0,3.0,Pale,Lithuania,0,1372.0,1860.0,1.0,mestechko,,,1860.0,,Vilnius,Disna,53.599599,24.9810327,"Жалудок, Шчучынскі раён, Гродзенская вобласць, Беларусь",242979021.0,Q2656523,,1.0,matched_db_api
Zaskevichi,0403Zs1,Vilnius,4.0,3.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Disna,54.39743,26.60322,"Заскавічы, Маладзечанскі раён, Мінская вобласць, Беларусь",242999705.0,Q16699970,,0.9,matched_db_api
Bielitsy,0404Bl1,Vilnius,4.0,4.0,Pale,Lithuania,0,679.0,1686.0,1.0,mestechko,,,1686.0,,Vilnius,Lida,53.651577,25.318424,"Беліца, Лідскі раён, Гродзенская вобласць, Беларусь",242989916.0,Q2429373,,0.8,matched_db_api
Beniakoni,0404Bn1,Vilnius,4.0,4.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Lida,54.25014,25.35902,"Беняконі, Воранаўскі раён, Гродзенская вобласць, Беларусь",242991281.0,Q3646802,,1.0,matched_db_api
Dubrovo,0404Db1,Vilnius,4.0,4.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Lida,53.55904,25.04874,"Жалудоцкі сельскі Савет, Шчучынскі раён, Гродзенская вобласць, Беларусь",242988664.0,Q21626404,,1.0,matched_db_api
Dvortsovaia sloboda,0404Dv1,Vilnius,4.0,4.0,Pale,Lithuania,0,68.0,505.0,1.0,derevnia,,,505.0,,Vilnius,Lida,53.8739,25.296,Дварцовая-Слабада,6405891059.0,,,0.973,matched_db_api
Eishishki,0404Es1,Vilnius,4.0,4.0,Pale,Lithuania,0,2376.0,3196.0,1.0,mestechko,,,3196.0,,Vilnius,Lida,54.1686462,25.0001234,"Eišiškės, Eišiškių seniūnija, Vilniaus apskritis, Lietuva",277151877.0,Q58880,איישישוק,0.889,matched_db_api
Lida,0404Ld1,Vilnius,4.0,4.0,Pale,Lithuania,0,5294.0,9323.0,1.0,Uezdnyi gorod,,,9323.0,,Vilnius,Lida,53.891636,25.3022894,"Ліда, Лідскі раён, Гродзенская вобласць, Беларусь",242978903.0,Q241475,לידא,1.0,matched_db_api
Novyi Dvor,0404Nv1,Vilnius,4.0,4.0,Pale,Lithuania,0,664.0,822.0,1.0,mestechko,,,822.0,,Vilnius,Lida,53.8143019,24.5600829,"Новы Двор, Шчучынскі раён, Гродзенская вобласць, Беларусь",242985529.0,Q3917811,,1.0,matched_db_api
Orlia,0404Or1,Vilnius,4.0,4.0,Pale,Lithuania,0,354.0,804.0,1.0,mestechko,,,804.0,,Vilnius,Lida,53.508343,24.980995,"Орля, Шчучынскі раён, Гродзенская вобласць, Беларусь",242988552.0,Q11799230,,1.0,matched_db_api
Ostrino,0404Os1,Vilnius,4.0,4.0,Pale,Lithuania,0,1440.0,2410.0,1.0,mestechko,,,2410.0,,Vilnius,Lida,53.7309393,24.5313527,"Астрына, Шчучынскі раён, Гродзенская вобласць, Беларусь",242979002.0,Q375228,,1.0,matched_db_api
Radun',0404Rd1,Vilnius,4.0,4.0,Pale,Lithuania,0,896.0,1621.0,1.0,mestechko,,,1621.0,,Vilnius,Lida,54.0527472,24.9977637,"Радунь, Воранаўскі раён, Гродзенская вобласць, Беларусь",242979020.0,Q2995176,ראדין,1.0,matched_db_api
Rozhanka,0404Rz1,Vilnius,4.0,4.0,Pale,Lithuania,0,543.0,777.0,1.0,mestechko,,,777.0,,Vilnius,Lida,53.5358305,24.7362097,"Ражанка, Шчучынскі раён, Гродзенская вобласць, Беларусь",3311955101.0,Q2647872,,1.0,matched_db_api
Shchuchin,0404Sc1,Vilnius,4.0,4.0,Pale,Lithuania,0,1356.0,1742.0,1.0,mestechko,,,1742.0,,Vilnius,Lida,53.6045037,24.7420522,"Шчучын, Шчучынскі раён, Гродзенская вобласць, Беларусь",242978899.0,Q431779,שצ'וצ'ין,1.0,matched_db_api
Voronovo,0404Vr1,Vilnius,4.0,4.0,Pale,Lithuania,0,1432.0,1574.0,1.0,mestechko,,,1574.0,,Vilnius,Lida,54.1520519,25.3196741,"Воранава, Воранаўскі раён, Гродзенская вобласць, Беларусь",2271196832.0,Q2470394,,1.0,matched_db_api
Vasilishki,0404Vs1,Vilnius,4.0,4.0,Pale,Lithuania,0,2081.0,2781.0,1.0,mestechko,,,2781.0,,Vilnius,Lida,53.78108,24.8473,"Васілішкі, Шчучынскі раён, Гродзенская вобласць, Беларусь",7528848.0,Q2632629,,1.0,matched_reverse
Bakshty,0405Bk1,Vilnius,4.0,5.0,Pale,Lithuania,0,172.0,1461.0,1.0,selo,,Name of district as it mentioned in census,1461.0,,Vilnius,Oshmiany,53.9374669,26.1849282,"Бакшты, Іўеўскі раён, Гродзенская вобласць, Беларусь",242994884.0,Q18755585,,1.0,matched_db_api
Derevno,0405Dr1,Vilnius,4.0,5.0,Pale,Lithuania,0,350.0,851.0,1.0,mestechko,,,851.0,,Vilnius,Oshmiany,53.699451,26.566231,"Дзераўная, Стаўбцоўскі раён, Мінская вобласць, Беларусь",242997518.0,Q822415,,0.933,matched_db_api
Dzevenishki,0405Dz1,Vilnius,4.0,5.0,Pale,Lithuania,0,1225.0,1710.0,1.0,mestechko,,,1710.0,,Vilnius,Oshmiany,54.1940549,25.6259051,"Dieveniškės, Dieveniškių seniūnija, Vilniaus apskritis, Lietuva",443310907.0,Q1224305,,0.87,matched_db_api
Gaviia,0405Gv1,Vilnius,4.0,5.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Oshmiany,53.8359587,25.5961979,"Гаўя, Траццякоўскі сельскі Савет, Лідскі раён, Гродзенская вобласць, Беларусь",773061236.0,Q2662320,,1.0,matched_refined
Iv'e,0405Iv1,Vilnius,4.0,5.0,Pale,Lithuania,0,573.0,3653.0,1.0,mestechko,,,3653.0,,Vilnius,Oshmiany,53.9297106,25.7703798,"Іўе, Іўеўскі раён, Гродзенская вобласць, Беларусь",242978908.0,Q738777,,1.0,matched_db_api
Krevo,0405Kr1,Vilnius,4.0,5.0,Pale,Lithuania,0,809.0,2201.0,1.0,mestechko,,,2201.0,,Vilnius,Oshmiany,54.310879,26.282677,"Крэва, Смаргонскі раён, Гродзенская вобласць, Беларусь",242996339.0,Q2621007,,1.0,matched_db_api
Lipnishki,0405Lp1,Vilnius,4.0,5.0,Pale,Lithuania,0,612.0,1377.0,1.0,mestechko,,,1377.0,,Vilnius,Oshmiany,54.0063484,25.6070857,"Ліпнішкі, Іўеўскі раён, Гродзенская вобласць, Беларусь",242992149.0,Q3692422,,1.0,matched_db_api
Nalibok,0405Nl1,Vilnius,4.0,5.0,Pale,Lithuania,1,120.0,1683.0,1.0,mestechko,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,1683.0,,Vilnius,Oshmiany,53.761993,26.471273,"Налібакі, Стаўбцоўскі раён, Мінская вобласць, Беларусь",242997538.0,Q1025855,,0.933,matched_db_api
Ol'shany,0405Ol1,Vilnius,4.0,5.0,Pale,Lithuania,0,1049.0,2183.0,1.0,mestechko,,,2183.0,,Vilnius,Oshmiany,54.256939,26.012857,"Гальшаны, Ашмянскі раён, Гродзенская вобласць, Беларусь",242995231.0,Q1572234,,0.933,matched_db_api
Oshmiany,0405Os1,Vilnius,4.0,5.0,Pale,Lithuania,0,3803.0,7214.0,1.0,Uezdnyi gorod,,,7214.0,,Vilnius,Oshmiany,54.4252347,25.9374195,"Ашмяны, Ашмянскі раён, Гродзенская вобласць, Беларусь",242978910.0,Q722836,אשמיאני,1.0,matched_db_api
Subbotniki,0405Sb1,Vilnius,4.0,5.0,Pale,Lithuania,0,91.0,602.0,1.0,selo/mestechko,,,602.0,,Vilnius,Oshmiany,54.094021,25.749121,Суботнікі,242993368.0,Q567798,,1.0,matched_db_api
Soly,0405Sl1,Vilnius,4.0,5.0,Pale,Lithuania,0,530.0,981.0,1.0,mestechko,,,981.0,,Vilnius,Oshmiany,54.517941,26.18334,"Солы, Смаргонскі раён, Гродзенская вобласць, Беларусь",242996844.0,Q2366073,,1.0,matched_db_api
Smorgon',0405Sm1,Vilnius,4.0,5.0,Pale,Lithuania,0,6743.0,8908.0,1.0,mestechko,,,8908.0,,Vilnius,Oshmiany,54.4817816,26.4012822,"Смаргонь, Смаргонскі раён, Гродзенская вобласць, Беларусь",242978914.0,Q958617,סמרגון,1.0,matched_db_api
Traby,0405Tr1,Vilnius,4.0,5.0,Pale,Lithuania,0,634.0,1183.0,1.0,mestechko,,,1183.0,,Vilnius,Oshmiany,54.157619,25.90593,"Трабы, Іўеўскі раён, Гродзенская вобласць, Беларусь",242995180.0,Q3647159,,1.0,matched_db_api
Volozhin,0405Vl1,Vilnius,4.0,5.0,Pale,Lithuania,0,2452.0,4534.0,1.0,mestechko,,,4534.0,,Vilnius,Oshmiany,54.0888494,26.5257275,"Валожын, Валожынскі раён, Мінская вобласць, Беларусь",242978920.0,Q200876,וולוז'ין,1.0,matched_db_api
Vishnev,0405Vs1,Vilnius,4.0,5.0,Pale,Lithuania,0,1463.0,2650.0,1.0,mestechko,,,2650.0,,Vilnius,Oshmiany,54.1389586,26.2200524,"Вішнева, Валожынскі раён, Мінская вобласць, Беларусь",242997004.0,Q1022491,,0.933,matched_db_api
Yasevichi,0405Ys1,Vilnius,4.0,5.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Oshmiany,55.0780168,27.8750839,"Галубіцкі сельскі Савет, Глыбоцкі раён, Віцебская вобласць, Беларусь",243016719.0,Q20505965,,0.889,matched_db_api
Zhuprany,0405Zp1,Vilnius,4.0,5.0,Pale,Lithuania,0,415.0,824.0,1.0,mestechko,,,824.0,,Vilnius,Oshmiany,54.4697551,26.0873496,"Жупраны, Ашмянскі раён, Гродзенская вобласць, Беларусь",242996798.0,Q3545343,,1.0,matched_db_api
Daugelishki,0406Dg1,Vilnius,4.0,6.0,Pale,Lithuania,1,,,0.0,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Sventsiany,55.3695649,26.2977934,"Naujasis Daugėliškis, Naujojo Daugėliškio seniūnija, Ignalinos rajono savivaldybė, Utenos apskritis, Lietuva",458394309.0,Q9202525,,1.0,matched_refined
