index,name,prov,dist,pale,region,jews,total,type,no_jews,is_census,total_flag,jewish_flag,comments,name_he,modern_name,dist_code,index_sht,osm_id,wikidata_id,lat,lon
122,Glubokoe,Vilnius,Disna,1,Lithuania,3917,5564,mestechko,0,1,"","",Name of district as it mentioned in census,גלובוקי,Глыбокае,0403,0403Gl1,242978934,Q954114,55.139235,27.6845787
123,Golubiche,Vilnius,Disna,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Галубічы, Глыбоцкі раён, Віцебская вобласць, Беларусь",0403,0403Gl2,243016473,Q1428413,55.1118649,27.9681082
124,Germanoviche,Vilnius,Disna,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Германавічы, Шаркаўшчынскі раён, Віцебская вобласць, Беларусь",0403,0403Gr1,243018475,Q2987254,55.4138951,27.7353738
125,Iody,Vilnius,Disna,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Ёды, Шаркаўшчынскі раён, Віцебская вобласць, Беларусь",0403,0403Id1,243012455,Q6459003,55.45401,27.227381
126,Ikazn',Vilnius,Disna,1,Lithuania,78,673,selo,0,1,"","","","",Іказнь,0403,0403Ik1,243012062,Q3917313,55.621701,27.2585859
127,Koziany-I,Vilnius,Disna,1,Lithuania,139,742,selo,0,1,"","","","","Казяны, Браслаўскі раён, Віцебская вобласць, Беларусь",0403,0403Kz1,243007264,Q2626927,55.2975703,26.8571047
128,Kozlovshchina,Vilnius,Disna,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Казлоўшчына, Дзятлаўскі раён, Гродзенская вобласць, Беларусь",0403,0403Kz2,242979025,Q2478258,53.3210996,25.2900694
129,Leonpol',Vilnius,Disna,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Узмёнскі сельскі Савет, Мёрскі раён, Віцебская вобласць, Беларусь",0403,0403Ln1,243018340,Q3924843,55.7994408,27.7843079
130,Luzhki,Vilnius,Disna,1,Lithuania,761,1672,mestechko,0,1,"","","","","Лужкі, Шаркаўшчынскі раён, Віцебская вобласць, Беларусь",0403,0403Lz1,243021170,Q3917910,55.3528548,27.8686527
131,Miory,Vilnius,Disna,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,מיורי,"Мёры, Мёрскі раён, Віцебская вобласць, Беларусь",0403,0403Mr1,130200848,Q266841,55.622227,27.615358
132,Novo-Pogost,Vilnius,Disna,1,Lithuania,118,607,mestechko,0,1,"","","","","Новы Пагост, Мёрскі раён, Віцебская вобласць, Беларусь",0403,0403Nv1,243013435,Q11700512,55.4945072,27.4788907
133,Plisa,Vilnius,Disna,1,Lithuania,366,899,mestechko,0,1,"","","","","Пліса, Глыбоцкі раён, Віцебская вобласць, Беларусь",0403,0403Pl1,243016482,Q3917948,55.2180816,27.9548642
134,Perebrod'e,Vilnius,Disna,1,Lithuania,176,675,mestechko,0,1,"","","","",Пераброддзе,0403,0403Pr1,243014562,Q3920743,55.6260406,27.3935707
135,Prozoroki,Vilnius,Disna,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Празарокі, Глыбоцкі раён, Віцебская вобласць, Беларусь",0403,0403Pr2,243023908,Q2478326,55.2949845,28.2187046
136,Postavy,Vilnius,Disna,1,Lithuania,1310,2397,mestechko,0,1,"","","",פסטאווי,"Паставы, Пастаўскі раён, Віцебская вобласць, Беларусь",0403,0403Ps1,242978929,Q539012,55.1129217,26.83992
137,Sharkovshchizna,Vilnius,Disna,1,Lithuania,1007,1165,mestechko,0,1,"","","No last digit in total population, need to be checked, according to http://be-x-old.wikipedia.org/wiki/%D0%A8%D0%B0%D1%80%D0%BA%D0%BE%D1%9E%D1%88%D1%87%D1%8B%D0%BD%D0%B0 - 1165",שרקובשצ'יזנה,"Шаркаўшчына, Шаркаўшчынскі раён, Віцебская вобласць, Беларусь",0403,0403Sr1,242978931,Q2659505,55.3657233,27.46663
138,Zheludok,Vilnius,Disna,1,Lithuania,1372,1860,mestechko,0,1,"","","","","Жалудок, Шчучынскі раён, Гродзенская вобласць, Беларусь",0403,0403Zl1,242979021,Q2656523,53.599599,24.9810327
139,Zaskevichi,Vilnius,Disna,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Заскавічы, Маладзечанскі раён, Мінская вобласць, Беларусь",0403,0403Zs1,242999705,Q16699970,54.39743,26.60322
140,Bielitsy,Vilnius,Lida,1,Lithuania,679,1686,mestechko,0,1,"","","","","Беліца, Лідскі раён, Гродзенская вобласць, Беларусь",0404,0404Bl1,242989916,Q2429373,53.651577,25.318424
141,Beniakoni,Vilnius,Lida,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Беняконі, Воранаўскі раён, Гродзенская вобласць, Беларусь",0404,0404Bn1,242991281,Q3646802,54.25014,25.35902
142,Dubrovo,Vilnius,Lida,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Жалудоцкі сельскі Савет, Шчучынскі раён, Гродзенская вобласць, Беларусь",0404,0404Db1,242988664,Q21626404,53.55904,25.04874
143,Dvortsovaia sloboda,Vilnius,Lida,1,Lithuania,68,505,derevnia,0,1,"","","","",Дварцовая-Слабада,0404,0404Dv1,6405891059,"",53.8739,25.296
144,Eishishki,Vilnius,Lida,1,Lithuania,2376,3196,mestechko,0,1,"","","",איישישוק,"Eišiškės, Eišiškių seniūnija, Vilniaus apskritis, Lietuva",0404,0404Es1,277151877,Q58880,54.1686462,25.0001234
145,Lida,Vilnius,Lida,1,Lithuania,5294,9323,Uezdnyi gorod,0,1,"","","",לידא,"Ліда, Лідскі раён, Гродзенская вобласць, Беларусь",0404,0404Ld1,242978903,Q241475,53.891636,25.3022894
146,Novyi Dvor,Vilnius,Lida,1,Lithuania,664,822,mestechko,0,1,"","","","","Новы Двор, Шчучынскі раён, Гродзенская вобласць, Беларусь",0404,0404Nv1,242985529,Q3917811,53.8143019,24.5600829
147,Orlia,Vilnius,Lida,1,Lithuania,354,804,mestechko,0,1,"","","","","Орля, Шчучынскі раён, Гродзенская вобласць, Беларусь",0404,0404Or1,242988552,Q11799230,53.508343,24.980995
148,Ostrino,Vilnius,Lida,1,Lithuania,1440,2410,mestechko,0,1,"","","","","Астрына, Шчучынскі раён, Гродзенская вобласць, Беларусь",0404,0404Os1,242979002,Q375228,53.7309393,24.5313527
149,Radun',Vilnius,Lida,1,Lithuania,896,1621,mestechko,0,1,"","","",ראדין,"Радунь, Воранаўскі раён, Гродзенская вобласць, Беларусь",0404,0404Rd1,242979020,Q2995176,54.0527472,24.9977637
150,Rozhanka,Vilnius,Lida,1,Lithuania,543,777,mestechko,0,1,"","","","","Ражанка, Шчучынскі раён, Гродзенская вобласць, Беларусь",0404,0404Rz1,3311955101,Q2647872,53.5358305,24.7362097
151,Shchuchin,Vilnius,Lida,1,Lithuania,1356,1742,mestechko,0,1,"","","",שצ'וצ'ין,"Шчучын, Шчучынскі раён, Гродзенская вобласць, Беларусь",0404,0404Sc1,242978899,Q431779,53.6045037,24.7420522
152,Voronovo,Vilnius,Lida,1,Lithuania,1432,1574,mestechko,0,1,"","","","","Воранава, Воранаўскі раён, Гродзенская вобласць, Беларусь",0404,0404Vr1,2271196832,Q2470394,54.1520519,25.3196741
153,Vasilishki,Vilnius,Lida,1,Lithuania,2081,2781,mestechko,0,1,"","","","","Васілішкі, Шчучынскі раён, Гродзенская вобласць, Беларусь",0404,0404Vs1,7528848,Q2632629,53.78108,24.8473
154,Bakshty,Vilnius,Oshmiany,1,Lithuania,172,1461,selo,0,1,"","",Name of district as it mentioned in census,"","Бакшты, Іўеўскі раён, Гродзенская вобласць, Беларусь",0405,0405Bk1,242994884,Q18755585,53.9374669,26.1849282
155,Derevno,Vilnius,Oshmiany,1,Lithuania,350,851,mestechko,0,1,"","","","","Дзераўная, Стаўбцоўскі раён, Мінская вобласць, Беларусь",0405,0405Dr1,242997518,Q822415,53.699451,26.566231
156,Dzevenishki,Vilnius,Oshmiany,1,Lithuania,1225,1710,mestechko,0,1,"","","","","Dieveniškės, Dieveniškių seniūnija, Vilniaus apskritis, Lietuva",0405,0405Dz1,443310907,Q1224305,54.1940549,25.6259051
157,Gaviia,Vilnius,Oshmiany,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Гаўя, Траццякоўскі сельскі Савет, Лідскі раён, Гродзенская вобласць, Беларусь",0405,0405Gv1,773061236,Q2662320,53.8359587,25.5961979
158,Iv'e,Vilnius,Oshmiany,1,Lithuania,573,3653,mestechko,0,1,"","","","","Іўе, Іўеўскі раён, Гродзенская вобласць, Беларусь",0405,0405Iv1,242978908,Q738777,53.9297106,25.7703798
159,Krevo,Vilnius,Oshmiany,1,Lithuania,809,2201,mestechko,0,1,"","","","","Крэва, Смаргонскі раён, Гродзенская вобласць, Беларусь",0405,0405Kr1,242996339,Q2621007,54.310879,26.282677
160,Lipnishki,Vilnius,Oshmiany,1,Lithuania,612,1377,mestechko,0,1,"","","","","Ліпнішкі, Іўеўскі раён, Гродзенская вобласць, Беларусь",0405,0405Lp1,242992149,Q3692422,54.0063484,25.6070857
161,Nalibok,Vilnius,Oshmiany,1,Lithuania,120,1683,mestechko,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,"","Налібакі, Стаўбцоўскі раён, Мінская вобласць, Беларусь",0405,0405Nl1,242997538,Q1025855,53.761993,26.471273
162,Ol'shany,Vilnius,Oshmiany,1,Lithuania,1049,2183,mestechko,0,1,"","","","","Гальшаны, Ашмянскі раён, Гродзенская вобласць, Беларусь",0405,0405Ol1,242995231,Q1572234,54.256939,26.012857
163,Oshmiany,Vilnius,Oshmiany,1,Lithuania,3803,7214,Uezdnyi gorod,0,1,"","","",אשמיאני,"Ашмяны, Ашмянскі раён, Гродзенская вобласць, Беларусь",0405,0405Os1,242978910,Q722836,54.4252347,25.9374195
164,Subbotniki,Vilnius,Oshmiany,1,Lithuania,91,602,selo/mestechko,0,1,"","","","",Суботнікі,0405,0405Sb1,242993368,Q567798,54.094021,25.749121
165,Soly,Vilnius,Oshmiany,1,Lithuania,530,981,mestechko,0,1,"","","","","Солы, Смаргонскі раён, Гродзенская вобласць, Беларусь",0405,0405Sl1,242996844,Q2366073,54.517941,26.18334
166,Smorgon',Vilnius,Oshmiany,1,Lithuania,6743,8908,mestechko,0,1,"","","",סמרגון,"Смаргонь, Смаргонскі раён, Гродзенская вобласць, Беларусь",0405,0405Sm1,242978914,Q958617,54.4817816,26.4012822
167,Traby,Vilnius,Oshmiany,1,Lithuania,634,1183,mestechko,0,1,"","","","","Трабы, Іўеўскі раён, Гродзенская вобласць, Беларусь",0405,0405Tr1,242995180,Q3647159,54.157619,25.90593
168,Volozhin,Vilnius,Oshmiany,1,Lithuania,2452,4534,mestechko,0,1,"","","",וולוז'ין,"Валожын, Валожынскі раён, Мінская вобласць, Беларусь",0405,0405Vl1,242978920,Q200876,54.0888494,26.5257275
169,Vishnev,Vilnius,Oshmiany,1,Lithuania,1463,2650,mestechko,0,1,"","","","","Вішнева, Валожынскі раён, Мінская вобласць, Беларусь",0405,0405Vs1,242997004,Q1022491,54.1389586,26.2200524
170,Yasevichi,Vilnius,Oshmiany,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Галубіцкі сельскі Савет, Глыбоцкі раён, Віцебская вобласць, Беларусь",0405,0405Ys1,243016719,Q20505965,55.0780168,27.8750839
171,Zhuprany,Vilnius,Oshmiany,1,Lithuania,415,824,mestechko,0,1,"","","","","Жупраны, Ашмянскі раён, Гродзенская вобласць, Беларусь",0405,0405Zp1,242996798,Q3545343,54.4697551,26.0873496
172,Daugelishki,Vilnius,Sventsiany,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Naujasis Daugėliškis, Naujojo Daugėliškio seniūnija, Ignalinos rajono savivaldybė, Utenos apskritis, Lietuva",0406,0406Dg1,458394309,Q9202525,55.3695649,26.2977934
173,Godutishki s kazenoi usad'boi,Vilnius,Sventsiany,1,Lithuania,1373,2247,mestechko,0,1,"","",Name of district as it mentioned in census,"","Adutiškis, Adutiškio seniūnija, Švenčionių rajono savivaldybė, Vilniaus apskritis, Lietuva",0406,0406Gd1,418391017,Q2509638,55.1573449,26.5867484
174,Ignalino,Vilnius,Sventsiany,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,איגנלינה,"Ignalina, Ignalinos miesto seniūnija, Utenos apskritis, Lietuva",0406,0406Ig1,182122005,Q658218,55.3398975,26.1614043
175,Kobyl'nik,Vilnius,Sventsiany,1,Lithuania,591,1055,mestechko,0,1,"","","","","Нарач, Мядзельскі раён, Мінская вобласць, Беларусь",0406,0406Kb1,242999804,Q1050375,54.9371661,26.6897469
176,Koltyniany,Vilnius,Sventsiany,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Kaltanėnai, Kaltanėnų seniūnija, Švenčionių rajono savivaldybė, Vilniaus apskritis, Lietuva",0406,0406Kl1,196380792,Q2318590,55.2531946,25.9930873
177,Kemelishki,Vilnius,Sventsiany,1,Lithuania,101,507,mestechko,0,1,"","","","","Кемелішкі, Астравецкі раён, Гродзенская вобласць, Беларусь",0406,0406Km1,242995690,Q12660575,54.8573878,25.8839382
178,Komai,Vilnius,Sventsiany,1,Lithuania,155,622,mestechko,0,1,"","","JG only has Komai in Kovno, not Vilna (Yannay)","","Kamšiškės, Kamajų seniūnija, Panevėžio apskritis, Lietuva",0406,0406Km2,853170249,Q1961545,55.8202029,25.5038998
179,Lyngmiany s derevnei Lyngmiany,Vilnius,Sventsiany,1,Lithuania,297,847,mestechko,0,1,"","","","","Linkmenys, Linkmenų seniūnija, Ignalinos rajono savivaldybė, Utenos apskritis, Lietuva",0406,0406Ly1,670233477,Q9394890,55.317613,25.9586059
180,Lyntupy,Vilnius,Sventsiany,1,Lithuania,238,685,selo,0,1,"","","","","Лынтупы, Пастаўскі раён, Віцебская вобласць, Беларусь",0406,0406Ly2,242979016,Q2657182,55.0498728,26.3060545
181,Melengiany,Vilnius,Sventsiany,1,Lithuania,118,517,selo,0,1,"","","","","Salomenka, Mielagėnų seniūnija, Utenos apskritis, Lietuva",0406,0406Ml1,771505218,Q584733,55.2586906,26.4371781
182,Novo-Sventsiany,Vilnius,Sventsiany,1,Lithuania,540,1340,posad,0,1,"","","",שוויינצ'יונליאי,"Švenčionėliai, Švenčionėlių seniūnija, Vilniaus apskritis, Lietuva",0406,0406Nv1,196378748,Q392772,55.1652567,25.9985239
183,Podbrodze,Vilnius,Sventsiany,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Pabradė, Pabradės seniūnija, Vilniaus apskritis, Lietuva",0406,0406Pd1,196374894,Q1004328,54.9831145,25.7663024
184,Stoiatsishki,Vilnius,Sventsiany,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Stajėtiškis, Adutiškio seniūnija, Švenčionių rajono savivaldybė, Vilniaus apskritis, Lietuva",0406,0406St1,2626290720,Q16473005,55.182836,26.521875
185,Sventsiany,Vilnius,Sventsiany,1,Lithuania,3172,6025,Uezdnyi gorod,0,1,"","","",שווינציאן,"Švenčionys, Švenčionių seniūnija, Vilniaus apskritis, Lietuva",0406,0406Sv1,196377583,Q137863,55.1336865,26.1630146
186,"Svir' I, II, III",Vilnius,Sventsiany,1,Lithuania,1114,1686,mestechko,0,1,"","","","","Свір, Мядзельскі раён, Мінская вобласць, Беларусь",0406,0406Sv2,242979036,Q2659511,54.8484129,26.3911271
187,Tseikiny,Vilnius,Sventsiany,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Ceikinėliai, Ignalinos seniūnija, Utenos apskritis, Lietuva",0406,0406Ts1,3628986462,Q12651907,55.2855198,26.2291542
188,Birshtany,Vilnius,Troki,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Birštonas, Birštono seniūnija, Birštono savivaldybė, Kauno apskritis, Lietuva",0407,0407Br1,162439361,Q11854305,54.5928278,24.0244347
189,Butrimantsy,Vilnius,Troki,1,Lithuania,1919,2394,mestechko,0,1,"","","","","Butrimonys, Butrimonių seniūnija, Alytaus rajono savivaldybė, Alytaus apskritis, Lietuva",0407,0407Bt1,1296337949,Q2483374,54.5021596,24.2523307
190,Daugi,Vilnius,Troki,1,Lithuania,511,1288,mestechko,0,1,"","","","","Daugai, Daugų seniūnija, Alytaus apskritis, Lietuva",0407,0407Dg1,2195363909,Q7471305,54.3600126,24.3306273
191,Dekshnia,Vilnius,Troki,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Degsnės, Valkininkų seniūnija, Varėnos rajono savivaldybė, Alytaus apskritis, Lietuva",0407,0407Dk1,2453218060,Q3545471,54.3685101,24.7960422
192,Dorsunishki,Vilnius,Troki,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Darsūniškis, Kruonio seniūnija, Kaišiadorių rajono savivaldybė, Kauno apskritis, Lietuva",0407,0407Dr1,1142713825,Q12652474,54.7373802,24.119451
193,Ev'e,Vilnius,Troki,1,Lithuania,647,725,mestechko,0,1,"","","","","Vievis, Vievio seniūnija, Vilniaus apskritis, Lietuva",0407,0407Ev1,32448784,Q1004332,54.7693774,24.8158205
194,Ezno,Vilnius,Troki,1,Lithuania,303,1255,mestechko,0,1,"","","","","Jieznas, Jiezno seniūnija, Kauno apskritis, Lietuva",0407,0407Ez1,80033735,Q47068,54.6007116,24.1749878
195,Ganishushki,Vilnius,Troki,1,Lithuania,217,577,mestechko,0,1,"","","","","Onuškis, Onuškio seniūnija, Trakų rajono savivaldybė, Vilniaus apskritis, Lietuva",0407,0407Gn1,39054412,Q5247152,54.4829984,24.587394
196,Kriuni,Vilnius,Troki,1,Lithuania,126,549,mestechko,0,1,"","","","",Kruonis,0407,0407Kr1,130144274,Q6439338,54.7576712,24.2385957
197,Koshedary,Vilnius,Troki,1,Lithuania,317,883,posad,0,1,"","","","","Kaišiadorys, Kaišiadorių miesto seniūnija, Kauno apskritis, Lietuva",0407,0407Ks1,104550533,Q614855,54.8602337,24.4544785
198,Liandvarovo,Vilnius,Troki,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Lentvaris, Lentvario seniūnija, Vilniaus apskritis, Lietuva",0407,0407Ln1,32331421,Q923393,54.6428696,25.0504034
199,Leipuny,Vilnius,Troki,1,Lithuania,,,"",1,0,unknown,"",Mentioned in Jewishgen but not in the census,"","Lieponys, Rūdiškių seniūnija, Trakų rajono savivaldybė, Vilniaus apskritis, Lietuva",0407,0407Lp1,2285859608,Q12663118,54.4401209,24.7490117
200,Merech',Vilnius,Troki,1,Lithuania,1900,2580,mestechko,0,1,"","","",מרקינה,"Merkinė, Merkinės seniūnija, Alytaus apskritis, Lietuva",0407,0407Mr1,32441781,Q1594489,54.1613269,24.1830609
